partReference,partRefer,rcCode,digitPart,supplierCode,companyName,tgpSuppliersCode,partLabel,moduleQuantity,moduleType,moduleVolume,moduleWeight,partWeight,moduleLength,moduleWidth,moduleHeight,partSpecificPackagingCode
751C47555RD,751C47555R,60,751C47555R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,"SUPT ASSY-ENG,LWR PA",1760,KD,3.373,897.12,0.362,2270,1170,1270,CKD---1HC5
751C47555RD,751C47555R,72,751C47555R72,436101,SMSA                                    ,0,"SUPT ASSY-ENG,LWR PA",1760,KD,3.373,897.12,0.362,2270,1170,1270,CKD---1HC5
752246217RD,752246217R,60,752246217R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,PLATE-ENDCROSS MBRRH,110,YE,0.01,14.336,0.126,355,270,100,CAR-S-3957
752259997RD,752259997R,60,752259997R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,PLATE-ENDCROSS MBRLH,110,YE,0.01,14.336,0.126,355,270,100,CAR-S-3957
752D28554RD,752D28554R,60,752D28554R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,"MBR-CROSS, FR UNIT R",2268,KD,3.373,1203.88,0.41,2270,1170,1270,CKD---1HC5
752D28554RD,752D28554R,72,752D28554R72,436101,SMSA                                    ,0,"MBR-CROSS, FR UNIT R",2268,KD,3.373,1203.88,0.41,2270,1170,1270,CKD---1HC5
754262650RD,754262650R,60,754262650R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF SEAT CROSS MEM,100,YH,0.017,14.153,0.136,355,270,175,CAR-S-3961
754942384RD,754942384R,60,754942384R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF-RRSUSP SPR RES,372,XV,0.006,9.902,0.026,270,178,120,CAR-S-3941
754942384RD,754942384R,72,754942384R72,436101,SMSA                                    ,0,REINF-RRSUSP SPR RES,372,XV,0.006,9.902,0.026,270,178,120,CAR-S-3941
754942384RE,754942384R,66,754942384R66,284648SP,MSGI                                    ,SR1,REINF-RR SUSP SPR   ,70,40,0.005,0.282,0.0026,300,200,90,CAR-G*40--
755082788RE,755082788R,60,755082788R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-SIDE, RR   ",2,40,0.005,2.078,0.989,300,200,90,CAR-G*40--
755091976RE,755091976R,60,755091976R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-SIDE, RR   ",2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
755220865RE,755220865R,60,755220865R60,270697SP,NISSAN MOTOR INDIA PVT LTD              ,AS2,EXT-RR RH SIDE MB   ,10,14,0,8.16,0.816,400,300,150,CAR-G*14--
755500576RE,755500576R,60,755500576R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HOUSING-RR AXLE     ,12,40,0.005,3.412,0.276,300,200,90,CAR-G*40--
755500576RE,755500576R,66,755500576R66,284648SP,MSGI                                    ,SR1,HOUSING-RR AXLE     ,12,40,0.005,3.412,0.276,300,200,90,CAR-G*40--
755502255RD,755502255R,60,755502255R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,"BRKT-RR AXLE MTG,RH ",70,YE,0.01,14.896,0.206,355,270,100,CAR-S-3957
755502255RD,755502255R,72,755502255R72,436101,SMSA                                    ,0,"BRKT-RR AXLE MTG,RH ",70,YE,0.01,14.896,0.206,355,270,100,CAR-S-3957
755502255RE,755502255R,60,755502255R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"BRKT-RR AXLE MTG,   ",1,40,0.005,0.122,0.022,300,200,90,CAR-G*40--
755502255RE,755502255R,66,755502255R66,284648SP,MSGI                                    ,SR1,"BRKT-RR AXLE MTG,   ",1,40,0.005,0.122,0.022,300,200,90,CAR-G*40--
755511495RD,755511495R,60,755511495R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,"BRKT-RR AXLE MTG,LH ",70,YE,0.01,14.896,0.206,355,270,100,CAR-S-3957
755511495RD,755511495R,72,755511495R72,436101,SMSA                                    ,0,"BRKT-RR AXLE MTG,LH ",70,YE,0.01,14.896,0.206,355,270,100,CAR-S-3957
755707135RE,755707135R,60,755707135R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RENFORT ANCRAGE RNV ,1,40,0.005,0.173,0.073,300,200,90,CAR-G*40--
755709025RD,755709025R,60,755709025R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF ASSY-RH SEAT B,5940,V6,1.184,550.32,0.078,1190,1150,865,CKD---6IND
755709025RD,755709025R,72,755709025R72,436101,SMSA                                    ,0,REINF ASSY-RH SEAT B,5940,V6,1.184,550.32,0.078,1190,1150,865,CKD---6IND
755709025RE,755709025R,60,755709025R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF ASSY-RH SEA   ,20,40,0,1.6,0.08,300,200,90,CAR-G*40--
755709025RE,755709025R,66,755709025R66,284648SP,MSGI                                    ,SR1,REINF ASSY-RH SEA   ,20,40,0,1.6,0.08,300,200,90,CAR-G*40--
755714945RE,755714945R,60,755714945R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RENFORT ANCRAGE RNV ,1,40,0.005,0.173,0.073,300,200,90,CAR-G*40--
756503789RE,756503789R,60,756503789R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,WALL ASSY-KICK UP   ,1,40,0.005,1.089,0.989,300,200,90,CAR-G*40--
756508897RE,756508897R,60,756508897R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MBR ASY RR CROS     ,2,40,0.005,3.3,1.6,300,200,90,CAR-G*40--
756572196RD,756572196R,60,756572196R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BRKTASSY FUELTANK RH,3000,V6,1.184,447,0.12,1190,1150,865,CKD---6IND
758900669RE,758900669R,62,758900669R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-UNDER ENG     ,3,10,0.06,7.4,2.3,600,400,250,CAR-G*10--
760325174RE,760325174R,60,760325174R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PANEL LHS RR LAT    ,8,3,0.3,37.55,4.5,1200,500,500,CAR-G*03--
760401964RE,760401964R,60,760401964R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"PANEL ASSY-INR, R   ",3,9,0.072,23.36,7.6,600,400,300,CAR-G*09--
760411525RE,760411525R,60,760411525R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"PANEL ASSY-INR, L   ",3,9,0.072,23.36,7.6,600,400,300,CAR-G*09--
762122765RE,762122765R,60,762122765R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PLR ASSY -FR RH     ,6,10,0,14.4,2.4,600,400,250,CAR-G*10--
762130411RE,762130411R,60,762130411R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PLR ASSY -FR LH     ,4,40,0.005,9.7,2.4,300,200,90,CAR-G*40--
762148431RD,762148431R,60,762148431R60,292960,SUNG WOO                                ,0,REINF-FR RH         ,550,V6,1.184,944.45,1.559,1190,1150,865,CKD---6IND
762165552RE,762165552R,60,762165552R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF ASSY-FR RH PLR,2,40,0.005,2.97,1.435,300,200,90,CAR-G*40--
762196443RD,762196443R,60,762196443R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF ASSY-FR LH PLR,1575,V6,1.184,376.8,0.184,1190,1150,865,CKD---6IND
762196443RD,762196443R,72,762196443R72,436101,SMSA                                    ,0,REINF ASSY-FR LH PLR,1575,V6,1.184,376.8,0.184,1190,1150,865,CKD---6IND
762307463RD,762307463R,60,762307463R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,INR ASSY-UPR PART RH,1700,V6,1.184,807.8,0.424,1190,1150,865,CKD---6IND
762307463RD,762307463R,72,762307463R72,436101,SMSA                                    ,0,INR ASSY-UPR PART RH,1700,V6,1.184,807.8,0.424,1190,1150,865,CKD---6IND
762314954RE,762314954R,60,762314954R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"PLR ASSY-FR, INR    ",2,40,0.005,6.44,3.17,300,200,90,CAR-G*40--
762314954RE,762314954R,66,762314954R66,265495SP,RNAIPL                                  ,AS1,"PLR ASSY-FR, INR    ",2,40,0.005,6.44,3.17,300,200,90,CAR-G*40--
762389579RD,762389579R,60,762389579R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF-FR RH PLR LWR ,2640,V6,1.184,730.04,0.236,1190,1150,865,CKD---6IND
762437929RD,762437929R,60,762437929R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,"INR-FR LHPLR,FR PART",1750,V6,1.184,839.5,0.43,1190,1150,865,CKD---6IND
762437929RD,762437929R,72,762437929R72,436101,SMSA                                    ,0,"INR-FR LHPLR,FR PART",1750,V6,1.184,839.5,0.43,1190,1150,865,CKD---6IND
762470687RD,762470687R,60,762470687R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF -FR LH PLR INR,2772,V6,1.184,633.084,0.197,1190,1150,865,CKD---6IND
762470687RD,762470687R,72,762470687R72,436101,SMSA                                    ,0,REINF -FR LH PLR INR,2772,V6,1.184,633.084,0.197,1190,1150,865,CKD---6IND
762478942RE,762478942R,60,762478942R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF ASSY-FR LH PLR,40,9,0.072,55.68,1.378,600,400,300,CAR-G*09--
762817765RD,762817765R,60,762817765R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF ASSY-DOOR STOP,420,YG,0.014,13.967,0.032,355,270,150,CAR-S-3960
762908284RE,762908284R,60,762908284R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,OBTURATEUR AILE D   ,5,40,0.005,1.33,0.246,300,200,90,CAR-G*40--
762914408RE,762914408R,60,762914408R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-LH FDR        ,6,40,0.005,1.576,0.246,300,200,90,CAR-G*40--
762B08979RD,762B08979R,60,762B08979R60,292960,SUNG WOO                                ,0,REINF ASSY-FR RH DOO,960,V6,1.184,717.72,0.657,1190,1150,865,CKD---6IND
762E45196RD,762E45196R,60,762E45196R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,SPCR-INST CROSS MBR ,300,YG,0.014,14.927,0.048,355,270,150,CAR-S-3960
763163245RE,763163245R,60,763163245R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF-RH RAIL       ,9,40,0.005,9.001,0.989,300,200,90,CAR-G*40--
764448158RD,764448158R,60,764448158R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,ASSY-BRKT-FR-SEAT-BE,1600,V6,1.184,413.4,0.204,1190,1150,865,CKD---6IND
764448158RD,764448158R,72,764448158R72,436101,SMSA                                    ,0,ASSY-BRKT-FR-SEAT-BE,1600,V6,1.184,413.4,0.204,1190,1150,865,CKD---6IND
764454089RD,764454089R,60,764454089R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,ASSY-BRKT-FR-SEAT-BE,1600,V6,1.184,413.4,0.204,1190,1150,865,CKD---6IND
764454089RD,764454089R,72,764454089R72,436101,SMSA                                    ,0,ASSY-BRKT-FR-SEAT-BE,1600,V6,1.184,413.4,0.204,1190,1150,865,CKD---6IND
764505234RE,764505234R,60,764505234R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-CLOSING,   ",1,3,0.3,6.05,4.5,1200,500,500,CAR-G*03--
764518146RE,764518146R,60,764518146R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBR ASSY-CLOSING,   ",1,3,0.3,6.05,4.5,1200,500,500,CAR-G*03--
764529694RD,764529694R,60,764529694R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF-SILL PLATE LH ,140,YF,0.012,15.477,0.107,355,270,120,CAR-S-3958
764580718RE,764580718R,60,764580718R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ELARGISSEUR PASSAGE ,19,11,0,4.085,0.215,600,400,200,CAR-G*11--
764609822RE,764609822R,60,764609822R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"MBRASSY-RHBODYSIDE,L",2,10,0,6.8,3.4,600,400,250,CAR-G*10--
764782422RD,764782422R,60,764782422R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,SUPT-JACK BRKT      ,315,XV,0.006,14.405,0.045,270,178,120,CAR-S-3941
764782422RD,764782422R,72,764782422R72,436101,SMSA                                    ,0,SUPT-JACK BRKT      ,315,XV,0.006,14.405,0.045,270,178,120,CAR-S-3941
765004473RE,765004473R,60,765004473R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PLR ASSY-CTR RH     ,4,3,0,12,3,1200,500,500,CAR-G*03--
765017028RE,765017028R,60,765017028R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIED MILIEU G ASS   ,2,40,0.005,6.2,3.05,300,200,90,CAR-G*40--
765121113RE,765121113R,60,765121113R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"REINF-CTR RH PLR,   ",2,40,0.005,2.78,1.34,300,200,90,CAR-G*40--
765151874RD,765151874R,64,765151874R64,424797,JBM AUTO LIMITED                        ,0,"SUPT-SPR SUSP,RR RH ",320,XV,0.006,14.31,0.044,270,178,120,CAR-S-3941
765169661RE,765169661R,60,765169661R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF ASSY-CTR RH PL,25,5,0.3,63.45,2.478,1000,600,500,CAR-G*05--
765412024RE,765412024R,60,765412024R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF-LH CTR PLR    ,4,40,0,5.36,1.34,300,200,90,CAR-G*40--
765801423RD,765801423R,60,765801423R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF ASSY-1ST ROWRH,3960,V6,1.184,740.4,0.165,1190,1150,865,CKD---6IND
765802234RD,765802234R,60,765802234R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,REINF ASSY-1ST ROWRH,260,YF,0.012,13.497,0.05,355,270,120,CAR-S-3958
765802234RD,765802234R,72,765802234R72,436101,SMSA                                    ,0,REINF ASSY-1ST ROWRH,260,YF,0.012,13.497,0.05,355,270,120,CAR-S-3958
765802234RE,765802234R,60,765802234R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REINF ASSY-1ST RO   ,20,40,0,0.01,0.0005,300,200,90,CAR-G*40--
765802234RE,765802234R,66,765802234R66,284648SP,MSGI                                    ,SR1,REINF ASSY-1ST RO   ,20,40,0,0.01,0.0005,300,200,90,CAR-G*40--
765810301RD,765810301R,60,765810301R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF ASSY-1ST ROWLH,3960,V6,1.184,740.4,0.165,1190,1150,865,CKD---6IND
765F48998RD,765F48998R,60,765F48998R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,TRIM-RH EXT PANAL UP,2200,V6,1.184,619.84,0.2422,1190,1150,865,CKD---6IND
765F53468RD,765F53468R,60,765F53468R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,TRIM-LH EXT PANEL UP,2200,V6,1.184,621.82,0.2431,1190,1150,865,CKD---6IND
766338743RE,766338743R,60,766338743R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"INR ASSY-QTR, LH    ",3,8,0.12,14.35,4.5,1000,400,300,CAR-G*08--
766338743RE,766338743R,66,766338743R66,265495,RNAIPL PWT                              ,0,"INR ASSY-QTR, LH    ",3,8,0.12,14.35,4.5,1000,400,300,CAR-G*08--
766842851RD,766842851R,60,766842851R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,REINF ASSY-2ND ROWBE,200,YU,0.029,11.972,0.056,545,355,150,CAR-S-3985
767137723RE,767137723R,60,767137723R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PASSAGE ROUE EXT AR ,1,40,0.005,1.9,1.8,300,200,90,CAR-G*40--
767143197RD,767143197R,64,767143197R64,424797,JBM AUTO LIMITED                        ,0,"MBR-CONN,RR RH WEELH",130,YG,0.014,13.917,0.103,355,270,150,CAR-S-3960
767150988RD,767150988R,64,767150988R64,424797,JBM AUTO LIMITED                        ,0,"MBR-CONN,RRLH WHEELH",130,YG,0.014,13.917,0.103,355,270,150,CAR-S-3960
767429278RD,767429278R,64,767429278R64,424797,JBM AUTO LIMITED                        ,0,REINF ASSY-RH BODY  ,1000,V6,1.184,588,0.492,1190,1150,865,CKD---6IND
767439126RD,767439126R,64,767439126R64,424797,JBM AUTO LIMITED                        ,0,REINF ASSY-LH BODY  ,1000,V6,1.184,579,0.492,1190,1150,865,CKD---6IND
767544969RD,767544969R,60,767544969R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,HINGE-TRUNK LID     ,110,YE,0.01,12.796,0.112,355,270,100,CAR-S-3957
767544969RD,767544969R,72,767544969R72,436101,SMSA                                    ,0,HINGE-TRUNK LID     ,110,YE,0.01,12.796,0.112,355,270,100,CAR-S-3957
767544969RE,767544969R,66,767544969R66,284648SP,MSGI                                    ,SR1,"SUPT-SPR SUSP, RR RH",35,16,0,4.725,0.135,300,200,125,CAR-G*16--
768045727RD,768045727R,66,768045727R66,269240,ITW INDIA PVT. LTD.                     ,0,EXTRACTOR-AIR       ,200,ZR,0.07,6.48,0.027,545,355,360,CAR-S-3992
768045727RE,768045727R,60,768045727R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,NUT-PLASTIC         ,10,40,0.005,0.36,0.026,300,200,90,CAR-G*40--
768182407RE,768182407R,60,768182407R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ENJOLIVEUR PIED MILI,14,40,0.005,0.156,0.004,300,200,90,CAR-G*40--
768508561RD,768508561R,60,768508561R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,COVER ASSY-RH SILLFR,1800,V6,1.184,277.8,0.106,1190,1150,865,CKD---6IND
768518568RD,768518568R,60,768518568R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,COVER ASSY-LH SILLFR,1800,V6,1.184,319.8,0.106,1190,1150,865,CKD---6IND
768566RA0AP,768566RA0A,PC,768566RA0APC,008AD5  ,SELLOWRAP MANUFACTURING PVT. LTD        ,NIS,"DEFLECTOR MUDGUARD,R",720,H3,1.951,170.28,0.099,1180,1140,1450,NIS---DZA2
768576RA0AP,768576RA0A,PC,768576RA0APC,008AD5  ,SELLOWRAP MANUFACTURING PVT. LTD        ,NIS,"DEFLECTOR MUDGUARD,L",720,H3,1.951,170.28,0.099,1180,1140,1450,NIS---DZA2
768617960RE,768617960R,60,768617960R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SEALING-FR & RR LH D,1,14,0.018,0.82,0.6,400,300,150,CAR-G*14--
768B03160RE,768B03160R,60,768B03160R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,INSUL-AIR EXTRACTOR ,4,9,0.072,2.08,0.38,600,400,300,CAR-G*09--
769158876RE,769158876R,60,769158876R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-LWR RH CTR P   ,2,9,0.072,0.74,0.09,600,400,300,CAR-G*09--
769162935RE,769162935R,99,769162935R99,287568SP,ANTOLIN KASAI TEK CHENNAI PVT LTD       ,AS1,GARNITURE PIED MILIE,5,8,0.12,3.405,0.511,1000,400,300,CAR-G*08--
769164570RE,769164570R,60,769164570R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-LWR LH CTR     ,4,9,0,3.956,0.989,600,400,300,CAR-G*09--
769221722RE,769221722R,60,769221722R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REAR SEAL ON BODY   ,1,40,0.005,1.43,1.33,300,200,90,CAR-G*40--
769235579RE,769235579R,60,769235579R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REAR SEAL ON BODY RH,2,40,0.005,2.76,1.33,300,200,90,CAR-G*40--
769236186RE,769236186R,60,769236186R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,JOINT ENTREE PORTE A,8,40,0.005,8.492,1.049,300,200,90,CAR-G*40--
769238157RB,769238157R,66,769238157R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"SEAL-WELT BODY SIDE,",2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
769247177RE,769247177R,60,769247177R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,JOINT ENTREE PORTE A,8,40,0.005,8.492,1.049,300,200,90,CAR-G*40--
769247539RB,769247539R,66,769247539R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"SEAL-WELT BODY SIDE,",2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
769249126RE,769249126R,60,769249126R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"PANEL ASSY-INR, LH B",2,9,0,15.2,7.6,600,400,300,CAR-G*09--
769340207RE,769340207R,62,769340207R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GARNITURE PIED AR SU,10,11,0.048,4.47,0.404,600,400,200,CAR-G*11--
769340207RE,769340207R,99,769340207R99,287568SP,ANTOLIN KASAI TEK CHENNAI PVT LTD       ,AS1,GARNITURE PIED AR SU,10,11,0.048,4.47,0.404,600,400,200,CAR-G*11--
769349596RE,769349596R,99,769349596R99,298877SP,KASAI                                   ,PVA,TRIM-RR UPR RH PLR  ,1,12,0.036,0.364,0.004,400,300,300,CAR-G*12--
769351509RE,769351509R,60,769351509R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-RR UPR RH PLR  ,9,12,0,0.036,0.004,400,300,300,CAR-G*12--
769355735RE,769355735R,60,769355735R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRIM ASSY-BACK,FR   ",1,8,0.12,1.147,0.297,1000,400,300,CAR-G*08--
769359365RE,769359365R,60,769359365R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-RR UPR LH PLR  ,1,3,0.3,1.947,0.397,1200,500,500,CAR-G*03--
769359365RE,769359365R,99,769359365R99,287568SP,ANTOLIN KASAI TEK CHENNAI PVT LTD       ,AS1,TRIM-RR UPR LH PLR  ,1,3,0.3,1.947,0.397,1200,500,500,CAR-G*03--
769842061RD,769842061R,65,769842061R65,269240,ITW INDIA PVT. LTD.                     ,0,EXTRACTOR-AIR       ,4000,YH,0.017,14.553,0.0035,355,270,175,CAR-S-3961
7701057129E,7701057129,62,7.70106E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RING GASKET         ,100,10,0.06,350.5,3.5,600,400,250,CAR-G*10--
7701057130E,7701057130,62,7.70106E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RING GASKET         ,348,10,0.06,1218.5,3.5,600,400,250,CAR-G*10--
7701057131E,7701057131,62,7.70106E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RING GASKET         ,1200,10,0.06,4200.5,3.5,600,400,250,CAR-G*10--
7707001009E,7707001009,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HEX HD SCR W/WAS    ,100,9,0,0.9,0.009,600,400,300,CAR-G*09--
7707002017E,7707002017,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLGD HEX HEAD SCR   ,10,40,0,0.391,0.0391,300,200,90,CAR-G*40--
7707002018E,7707002018,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLANGED SCREW 6 E   ,20,9,0,0.114,0.0057,600,400,300,CAR-G*09--
7707002021E,7707002021,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLGD H HEAD SCREW   ,60,40,0.005,0.52,0.007,300,200,90,CAR-G*40--
7707002022E,7707002022,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLGD H HEAD SCREW   ,50,9,0.072,0.95,0.0078,600,400,300,CAR-G*09--
7707002024E,7707002024,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SCREW               ,10,40,0.005,1.8,0.17,300,200,90,CAR-G*40--
7707002025E,7707002025,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLGD HEX HEAD SCR   ,300,40,0.005,5.23,0.0171,300,200,90,CAR-G*40--
7707002027E,7707002027,60,7.707E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FLGD HEX HD SCR M   ,10,40,0.005,0.178,0.0078,300,200,90,CAR-G*40--
7707098006E,7707098006,60,7.7071E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ADHESIVE PLAQUE 3   ,10,11,0.048,4.42,0.399,600,400,200,CAR-G*11--
7711544599E,7711544599,60,7.71154E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CHROME TAIL LIGHT   ,6,15,0.012,0.56,0.065,300,200,200,CAR-G*15--
7711568022E,7711568022,60,7.71157E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CHROMEDOORHANDLEW   ,1,40,0.005,0.405,0.305,300,200,90,CAR-G*40--
7711568023E,7711568023,60,7.71157E+11,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CHROME HEADLAMP EYEL,29,9,0.072,2.416,0.064,600,400,300,CAR-G*09--
